"sample","species","count","location","bait","depth","macroalgae","scytothalia","canopy","ecklonia","mean_relief","sd_relief"
"001","Aplodactylidae Aplodactylus westralis",1,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Aracanidae Caprichthys gymnura",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Arripidae Arripis georgianus",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Aulopidae Latropiscis purpurissatus",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Berycidae Centroberyx gerrardi",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Berycidae Centroberyx lineatus",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Carangidae Pseudocaranx dinjerra",1,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Carangidae Pseudocaranx spp",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Carangidae Seriola dumerili",1,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Carangidae Seriola hippos",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Carangidae Seriola lalandi",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Carcharhinidae Carcharhinus altimus",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Chaetodontidae Chelmonops curiosus",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Cheilodactylidae Cheilodactylus nigripes",1,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Cheilodactylidae Dactylophora nigricans",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Cheilodactylidae Nemadactylus valenciennesi",1,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Dasyatidae Bathytoshia brevicaudata",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Delphinidae Delphinus delphis",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Dinolestidae Dinolestes lewini",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Diodontidae Diodon nicthemerus",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Enoplosidae Enoplosus armatus",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Gerreidae Parequula melbournensis",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Girellidae Girella tephraeops",4,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Girellidae Girella zebra",1,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Heterodontidae Heterodontus portusjacksoni",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Kyphosidae Kyphosus spp",1,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Kyphosidae Kyphosus sydneyanus",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Labridae Achoerodus gouldii",2,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Labridae Austrolabrus maculatus",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Labridae Bodianus frenchii",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Labridae Coris auricularis",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Labridae Dotalabrus alleni",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Labridae Heteroscarus acroptilus",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Labridae Notolabrus parilus",2,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Labridae Olisthops cyanomelas",1,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Labridae Ophthalmolepis lineolatus",18,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Labridae Pictilabrus laticlavius",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Labridae Pictilabrus spp",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Labridae Pictilabrus viridis",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Labridae Pseudolabrus biserialis",2,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Labridae Siphonognathus caninis",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Labridae Siphonognathus spp",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Loliginidae Sepioteuthis australis",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Microcanthidae Neatypus obliquus",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Microcanthidae Tilodon sexfasciatus",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Monacanthidae Acanthaluteres brownii",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Monacanthidae Acanthaluteres sp1",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Monacanthidae Acanthaluteres spilomelanurus",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Monacanthidae Acanthaluteres vittiger",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Monacanthidae Eubalichthys cyanoura",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Monacanthidae Eubalichthys mosaicus",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Monacanthidae Meuschenia flavolineata",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Monacanthidae Meuschenia galii",2,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Monacanthidae Meuschenia hippocrepis",4,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Monacanthidae Meuschenia scabra",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Monacanthidae Meuschenia spp",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Monacanthidae Meuschenia venusta",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Monacanthidae Scobinichthys granulatus",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Mullidae Upeneichthys vlamingii",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Muraenidae Gymnothorax prasinus",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Myliobatidae Myliobatis tenuicaudatus",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Parascylliidae Parascyllium variolatum",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Pempherididae Parapriacanthus elongatus",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Pempherididae Pempheris klunzingeri",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Pempherididae Pempheris multiradiata",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Pempherididae Pempheris ornata",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Pempherididae Pempheris spp",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Pentacerotidae Pentaceropsis recurvirostris",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Plesiopidae Paraplesiops meleagris",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Plesiopidae Trachinops noarlungae",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Pomacentridae Chromis klunzingeri",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Pomacentridae Parma bicolor",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Pomacentridae Parma mccullochi",4,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Pomacentridae Parma occidentalis",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Pomacentridae Parma victoriae",1,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Scorpaenidae Scorpaena sumptuosa",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Scorpididae Scorpis aequipinnis",5,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Scorpididae Scorpis georgiana",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Serranidae Acanthistius serratus",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Serranidae Caesioperca rasor",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Serranidae Epinephelides armatus",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Serranidae Hypoplectrodes nigroruber",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Serranidae Othos dentex",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Sphyraenidae Sphyraena novaehollandiae",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Sphyraenidae Sphyraena spp",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Terapontidae Pelsartia humeralis",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Tetraodontidae Omegophora armilla",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Tetraodontidae Omegophora cyanopunctata",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Tetraodontidae Omegophora spp",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Tetraodontidae Polyspina piosae",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Triakidae Furgaleus macki",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Trygonorrhinidae Trygonorrhina dumerilii",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
"001","Unknown Unknown Unknown",0,"middle","abalone",15,10.5263157894737,89.4736842105263,89.4736842105263,0,3,0
